user_site_id,lat,long,elevation,precip,temp,pedon_key,pedon_key_1,layer_key,layer_sequence,hzn_bot,calc_depth,Bulk_Density,soil_C,Total_C_kg
S1992NV023003,38.044445,-117.1308365,1677.4,172.7652215,11.51429237,92P0572,92P0572,92P03338,1,8,8,1.5,0.323931226,2.573836673
S1992NV023004,38.0986099,-117.0819473,1671.3,171.5559008,11.58456932,92P0573,92P0573,92P03343,1,8,8,1.5,0.251962557,2.988017602
S1992NV023005,38.086113,-117.0083313,1661.2,171.3819184,11.70165387,92P0574,92P0574,92P03349,1,10,10,1.53,0.214176503,1.333147591
S1992NV023006,38.5211105,-116.933609,1988.1,195.3783252,9.516450236,92P0575,92P0575,92P03355,1,7,7,1.5,1.228390726,10.31106043
S1992NV023007,38.6222229,-116.7088852,2196.4,215.280719,8.249298998,92P0576,92P0576,92P03361,1,7,7,1.45,0.700196716,6.8197026
S1992NV023008,38.4583321,-116.9694443,1917.8,189.4980899,9.971800082,92P0577,92P0577,92P03365,1,5,5,1.53,0.267712899,2.400027771
S1973NV023001,38.0938377,-115.9981003,1510.2,164.4959159,13.38256486,73C0045,73C0045,73C00274,1,7,7,1.48,0.113954545,1.705199387
S1973NV023002,37.8955078,-115.9569855,1680.8,184.8811724,12.26651447,73C0046,73C0046,73C00284,1,7,7,1.44,0.151188263,3.798888545
S1973NV023003,37.8027306,-116.0030975,1623.8,180.7544782,12.62683042,73C0047,73C0047,73C00293,1,6,6,1.5,0.296929953,2.648802679
S1973NV023004,37.8699493,-116.3031082,1960.7,209.6104552,10.14895117,73C0048,73C0048,73C00298,1,4,4,1.56,0.436703574,6.729525666
S1973NV023005,38.3224449,-115.7481003,1453,156.7025343,13.92040864,73C0049,73C0049,73C00306,1,6,6,1.73,0.197215708,2.671680525
S1973NV023006,38.3796692,-115.7036514,1442.2,154.950481,14.0194007,73C0050,73C0050,73C00323,1,2,2,1.59,0.01272,5.28842
S1973NV023007,38.9638252,-115.7453308,1729,171.441667,12.02123371,73C0051,73C0051,73C00335,1,5,5,1.54,0.223287023,5.118628169
S1973NV023008,38.6193848,-115.6253204,1450.7,151.9496559,14.00017499,73C0053,73C0053,73C00352,1,1,1,1.5,0,4.45737
83NV009001,37.3983333,-117.4666667,1640.2,178.5183571,11.58124191,83P0612,83P0612,83P02974,1,5,5,1.5,0.239842415,4.089652626
83NV009002,37.3933333,-117.4847222,1714.2,185.5896445,11.06931043,83P0613,83P0613,83P02980,1,5,5,1.5,0.337286038,4.980691528
S1983NV009004,37.5572205,-117.7722244,2149.7,222.2432488,7.927636908,83P0615,83P0615,83P02991,1,5,5,1.5,0.861855566,7.574997679
S1973NV009001,37.8274307,-118.1062164,1520.1,154.1245518,11.95223603,73C0054,73C0054,73C00364,1,7,7,1.5,0.125989811,0.972673766
S1973NV009002,37.7507706,-118.0553818,1461.5,150.2933888,12.38586111,73C0055,73C0055,73C00369,1,6,6,1.5,1.116,9.5447
S1973NV009003,37.539669,-117.4942474,1943.4,204.8639335,9.505294322,73C0056,73C0056,73C00379,1,5,5,1.53,1.093255239,7.74205131
S1973NV009004,37.5332794,-117.5025864,1967.4,207.2261475,9.337897005,73C0057,73C0057,73C00387,1,5,5,1.58,1.034418713,13.22648073
S1973NV009005,37.5055046,-117.5109177,2140.2,224.2961053,8.16544707,73C0058,73C0058,73C00393,1,7,7,1.38,0.820690734,10.02229671
S1973NV009006,37.6599312,-117.5898132,1373.2,147.0614013,13.29213882,73C0059,73C0059,73C00398,1,5,5,1.5,0.179894038,1.656087752
S1973NV009007,37.8802185,-117.6809235,1512.4,155.6859832,12.27940643,73C0060,73C0060,73C00407,1,10,10,1.5,0.179953132,5.102893698
S1973NV009008,37.7182732,-117.8375931,2369.8,239.9405949,6.387865484,73C0061,73C0061,73C00412,1,12,12,1.1,4.87015975,12.62301638
S1973NV009009,37.5966072,-118.0092621,1517,158.8309222,12.04902413,73C0062,73C0062,73C00420,1,5,5,1.5,0.157455425,1.334917642
S1973NV009010,37.7854919,-118.0120468,1443.3,148.236033,12.53538009,73C0063,73C0063,73C00425,1,4,4,1.32,0.4488,5.88469
S1973NV009011,37.7599373,-118.0237122,1480.2,152.1670062,12.27961129,73C0064,73C0064,73C00439,1,10,10,0.2,0.031998962,1.329111935
S1973NV009012,37.4235611,-117.2292404,1450.7,161.6536004,13.01648335,73C0065,73C0065,73C00444,1,4,4,1.5,0.077984547,1.650515926
S1973NV009013,37.8282776,-117.3242493,1527.8,160.8727143,12.41117819,73C0066,73C0066,73C00451,1,3,3,1.5,0.112400236,0.777924493
